Daily Calorie Target,Protein,Calories,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Disease,Price_RM,Breakfast_Price_RM,Lunch_Price_RM,Dinner_Price_RM,Snack_Price_RM
3063,229,3058,102,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,13.98,3.495,3.495,3.495,3.495
2722,204,2714,90,Smoothie with protein powder,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,14.51,3.6275,3.6275,3.6275,3.6275
3484,261,3480,116,Tofu scramble with veggies,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,11.47,2.8675,2.8675,2.8675,2.8675
2482,186,2474,82,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,3.56,0.89,0.89,0.89,0.89
1962,147,1957,65,Tofu scramble with veggies,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Banana with peanut butter,Weight Gain,11.03,2.7575,2.7575,2.7575,2.7575
3580,268,3575,119,Smoothie with protein powder,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,6.77,1.6925,1.6925,1.6925,1.6925
2317,173,2309,77,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,5.15,1.2875,1.2875,1.2875,1.2875
2256,169,2251,75,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter,Weight Gain,5.01,1.2525,1.2525,1.2525,1.2525
1344,100,1332,44,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Greek yogurt with fruit,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",10.33,2.5825,2.5825,2.5825,2.5825
2152,161,2143,71,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Apple with almond butter,Weight Gain,3.37,0.8425,0.8425,0.8425,0.8425
2904,217,2892,96,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,4.28,1.07,1.07,1.07,1.07
1908,143,1899,63,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,13.18,3.295,3.295,3.295,3.295
2566,192,2557,85,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,4.64,1.16,1.16,1.16,1.16
3416,256,3405,113,Tofu scramble with veggies,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,9.38,2.345,2.345,2.345,2.345
4029,302,4022,134,Tofu scramble with veggies,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Apple with almond butter,Weight Gain,7.67,1.9175,1.9175,1.9175,1.9175
2652,198,2644,88,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix,Weight Gain,6.24,1.56,1.56,1.56,1.56
2120,159,2114,70,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,11.13,2.7825,2.7825,2.7825,2.7825
3165,237,3157,105,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Trail mix,Weight Gain,4.88,1.22,1.22,1.22,1.22
2395,179,2383,79,Smoothie with protein powder,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,12.97,3.2425,3.2425,3.2425,3.2425
3350,251,3343,111,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,9.3,2.325,2.325,2.325,2.325
3059,229,3045,101,Smoothie with protein powder,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Banana with peanut butter,Weight Gain,10.91,2.7275,2.7275,2.7275,2.7275
2176,163,2168,72,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,13.28,3.32,3.32,3.32,3.32
1695,127,1688,56,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter,Weight Gain,6.89,1.7225,1.7225,1.7225,1.7225
1831,137,1829,61,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix,Weight Gain,7.43,1.8575,1.8575,1.8575,1.8575
3115,233,3103,103,Smoothie with protein powder,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Trail mix,Weight Gain,11.94,2.985,2.985,2.985,2.985
2526,189,2520,84,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,10.74,2.685,2.685,2.685,2.685
1516,113,1506,50,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,9.35,2.3375,2.3375,2.3375,2.3375
1433,107,1423,47,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Apple with almond butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",5.5,1.375,1.375,1.375,1.375
2391,179,2383,79,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,11.19,2.7975,2.7975,2.7975,2.7975
2631,197,2623,87,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Apple with almond butter,Weight Gain,6.84,1.71,1.71,1.71,1.71
3511,263,3509,117,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix,Weight Gain,3.6,0.9,0.9,0.9,0.9
2587,194,2582,86,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Trail mix,Weight Gain,6.99,1.7475,1.7475,1.7475,1.7475
4364,327,4357,145,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Fruit and nut mix,Weight Gain,7.38,1.845,1.845,1.845,1.845
2064,154,2052,68,Smoothie with protein powder,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,14.34,3.585,3.585,3.585,3.585
1615,121,1605,53,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,12.53,3.1325,3.1325,3.1325,3.1325
2663,199,2652,88,Smoothie with protein powder,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,6.58,1.645,1.645,1.645,1.645
1574,118,1568,52,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,4.52,1.13,1.13,1.13,1.13
3064,229,3058,102,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,14.83,3.7075,3.7075,3.7075,3.7075
2501,187,2495,83,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,8.58,2.145,2.145,2.145,2.145
1875,140,1866,62,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Apple with almond butter,Weight Gain,5.3,1.325,1.325,1.325,1.325
1874,140,1866,62,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,5.86,1.465,1.465,1.465,1.465
2116,158,2106,70,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,3.33,0.8325,0.8325,0.8325,0.8325
1200,90,1200,40,Smoothie with protein powder,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Banana with peanut butter,"Diabetes, Acne, Hypertension, Heart Disease",3.52,0.88,0.88,0.88,0.88
1359,101,1349,45,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",7.76,1.94,1.94,1.94,1.94
3592,269,3583,119,Smoothie with protein powder,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,13.25,3.3125,3.3125,3.3125,3.3125
3599,269,3583,119,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,10.39,2.5975,2.5975,2.5975,2.5975
2926,219,2917,97,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Apple with almond butter,Weight Gain,7.12,1.78,1.78,1.78,1.78
3081,231,3074,102,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter,Weight Gain,11.7,2.925,2.925,2.925,2.925
1554,116,1543,51,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,13.03,3.2575,3.2575,3.2575,3.2575
2359,176,2346,78,Smoothie with protein powder,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Trail mix,Weight Gain,12.74,3.185,3.185,3.185,3.185
2545,190,2532,84,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,8.71,2.1775,2.1775,2.1775,2.1775
1999,149,1986,66,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,8.18,2.045,2.045,2.045,2.045
2526,189,2520,84,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,13.19,3.2975,3.2975,3.2975,3.2975
1528,114,1514,50,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Fruit and nut mix,Weight Gain,6.83,1.7075,1.7075,1.7075,1.7075
2145,160,2135,71,Tofu scramble with veggies,Lentil soup with whole wheat bread,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,12.92,3.23,3.23,3.23,3.23
2059,154,2048,68,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Banana with peanut butter,Weight Gain,3.39,0.8475,0.8475,0.8475,0.8475
3437,257,3426,114,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Apple with almond butter,Weight Gain,14.45,3.6125,3.6125,3.6125,3.6125
3986,298,3972,132,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,6.19,1.5475,1.5475,1.5475,1.5475
1200,90,1200,40,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Apple with almond butter,"Diabetes, Acne, Hypertension, Heart Disease",13.03,3.2575,3.2575,3.2575,3.2575
2959,221,2946,98,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,8.01,2.0025,2.0025,2.0025,2.0025
2850,213,2847,95,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,10.86,2.715,2.715,2.715,2.715
2465,184,2458,82,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,7.6,1.9,1.9,1.9,1.9
1965,147,1957,65,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Banana with peanut butter,Weight Gain,9.35,2.3375,2.3375,2.3375,2.3375
1962,147,1957,65,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Fruit and nut mix,Weight Gain,3.68,0.92,0.92,0.92,0.92
1408,105,1394,46,Smoothie with protein powder,Lentil soup with whole wheat bread,Lentil and vegetable curry,Trail mix,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",12.33,3.0825,3.0825,3.0825,3.0825
1256,94,1245,41,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Trail mix,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",11.85,2.9625,2.9625,2.9625,2.9625
1427,107,1419,47,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",14.9,3.725,3.725,3.725,3.725
2342,175,2338,78,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Banana with peanut butter,Weight Gain,8.34,2.085,2.085,2.085,2.085
3719,278,3703,123,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,11,2.75,2.75,2.75,2.75
2852,213,2847,95,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Trail mix,Weight Gain,10.19,2.5475,2.5475,2.5475,2.5475
3005,225,3000,100,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,3.46,0.865,0.865,0.865,0.865
1992,149,1986,66,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,5.86,1.465,1.465,1.465,1.465
2930,219,2921,97,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,6.44,1.61,1.61,1.61,1.61
3406,255,3397,113,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit,Weight Gain,3.09,0.7725,0.7725,0.7725,0.7725
2993,224,2983,99,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,5.39,1.3475,1.3475,1.3475,1.3475
2424,181,2412,80,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Trail mix,Weight Gain,9.14,2.285,2.285,2.285,2.285
2717,203,2706,90,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter,Weight Gain,8.85,2.2125,2.2125,2.2125,2.2125
1343,100,1332,44,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Trail mix,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",8.92,2.23,2.23,2.23,2.23
2086,156,2077,69,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,4.37,1.0925,1.0925,1.0925,1.0925
1877,140,1866,62,Smoothie with protein powder,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,12.24,3.06,3.06,3.06,3.06
2031,152,2023,67,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,14.19,3.5475,3.5475,3.5475,3.5475
2445,183,2437,81,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,11.33,2.8325,2.8325,2.8325,2.8325
1565,117,1560,52,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,3.79,0.9475,0.9475,0.9475,0.9475
1890,141,1887,63,Smoothie with protein powder,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,4.96,1.24,1.24,1.24,1.24
2400,180,2400,80,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,9.56,2.39,2.39,2.39,2.39
1806,135,1800,60,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,4.96,1.24,1.24,1.24,1.24
2894,217,2888,96,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,5.95,1.4875,1.4875,1.4875,1.4875
2088,156,2077,69,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,10.7,2.675,2.675,2.675,2.675
1316,98,1303,43,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Apple with almond butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",5.66,1.415,1.415,1.415,1.415
1525,114,1514,50,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,12.86,3.215,3.215,3.215,3.215
3161,237,3157,105,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Apple with almond butter,Weight Gain,13.94,3.485,3.485,3.485,3.485
2363,177,2354,78,Tofu scramble with veggies,Chicken and vegetable stir-fry,Turkey chili with brown rice,Apple with almond butter,Weight Gain,10.89,2.7225,2.7225,2.7225,2.7225
2321,174,2317,77,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,13.06,3.265,3.265,3.265,3.265
1917,143,1903,63,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,9.51,2.3775,2.3775,2.3775,2.3775
2441,183,2437,81,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,6.16,1.54,1.54,1.54,1.54
2564,192,2557,85,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,9.04,2.26,2.26,2.26,2.26
3195,239,3186,106,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,9.2,2.3,2.3,2.3,2.3
2372,177,2367,79,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix,Weight Gain,7.31,1.8275,1.8275,1.8275,1.8275
2702,202,2698,90,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Trail mix,Weight Gain,3.87,0.9675,0.9675,0.9675,0.9675
1642,123,1634,54,Smoothie with protein powder,Chicken and vegetable stir-fry,Lentil and vegetable curry,Apple with almond butter,Weight Gain,11.17,2.7925,2.7925,2.7925,2.7925
1912,143,1903,63,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Greek yogurt with fruit,Weight Gain,9.86,2.465,2.465,2.465,2.465
3324,249,3314,110,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Apple with almond butter,Weight Gain,4.05,1.0125,1.0125,1.0125,1.0125
